,name,id,most_freq
1132,Zhůřák Asfalt Extreme Stout 20° - Ročník 2015,417557,"[('black', 11), ('dark', 10), ('roasted', 10), ('sweet', 9), ('brown', 8), ('bitter', 8), ('chocolate', 6), ('caramel', 5), ('coffee', 4), ('medium', 4)]"
1133,Permon IN HOP WE TRUST I.P.A. 15°,421015,"[('bitter', 12), ('medium', 8), ('light', 7), ('white', 7), ('orange', 6), ('clear', 4), ('dry', 4), ('grass', 3), ('pine', 3), ('hazy', 2)]"
1134,Zhůřák Black Hole,493307,"[('chocolate', 3), ('black', 3), ('roasted', 3), ('alcohol', 3), ('coffee', 2), ('medium', 2), ('tan', 2), ('bitter', 2), ('full', 1), ('dark', 1)]"
1135,Kocour K32 Barrique Dictador,490069,"[('sweet', 4), ('honey', 4), ('caramel', 4), ('medium', 3), ('bread', 2), ('vanilla', 2), ('clear', 2), ('alcoholic', 2), ('amber', 2), ('bitter', 2)]"
1136,Svatý Norbert Velikonoční 13°,71775,"[('bitter', 8), ('medium', 6), ('white', 5), ('malty', 4), ('sweet', 4), ('light', 4), ('caramel', 4), ('amber', 4), ('beer', 3), ('full', 2)]"
1137,Clock No Idols! 16° Cascadian Dark Ale Limited Edition,288746,"[('brown', 11), ('dark', 10), ('chocolate', 8), ('medium', 7), ('light', 7), ('dry', 5), ('bitter', 4), ('coffee', 3), ('sweet', 3), ('pine', 3)]"
1138,"Zhurak Veselé Tiki Kokosový Stout 15,5°",425134,"[('chocolate', 6), ('coffee', 5), ('dark', 5), ('roasted', 5), ('medium', 5), ('black', 3), ('licorice', 3), ('brown', 3), ('light', 2), ('bitter', 2)]"
1139,Sibeeria Sweet Jesus 20°,450928,"[('chocolate', 10), ('light', 9), ('dark', 8), ('coffee', 7), ('black', 7), ('roasted', 6), ('bitter', 5), ('alcohol', 4), ('heavy', 3), ('grainy', 3)]"
1140,Kounický Nelson Sauvin 15°,383515,"[('white', 4), ('bitter', 4), ('medium', 3), ('light', 3), ('hazy', 2), ('persistent', 2), ('clear', 2), ('sweet', 2), ('creamy', 2), ('dense', 1)]"
1141,Legend Extra Stout (D.R. Congo),269810,"[('dark', 5), ('roasted', 3), ('black', 2), ('intense', 2), ('beer', 2), ('smooth', 2), ('fruity', 2), ('coffee', 1), ('malty', 1), ('chocolate', 1)]"
1142,Bracongo Doppel Munich,73066,"[('caramel', 11), ('sweet', 5), ('light', 5), ('copper', 3), ('malty', 3), ('chocolate', 3), ('roasted', 3), ('clear', 3), ('medium', 3), ('coffee', 2)]"
1143,Simba Tembo Bière,32072,"[('caramel', 12), ('malty', 8), ('medium', 7), ('amber', 6), ('white', 5), ('dark', 4), ('clear', 4), ('sweet', 4), ('nutty', 4), ('smooth', 4)]"
1144,Turbo King (DRC),73063,"[('banana', 6), ('sweet', 5), ('beer', 5), ('malty', 4), ('dark', 4), ('caramel', 4), ('light', 3), ('bread', 2), ('heavy', 2), ('red', 2)]"
1145,Nkoyi Black,180910,"[('caramel', 15), ('sweet', 11), ('beer', 10), ('malty', 8), ('brown', 7), ('clear', 6), ('amber', 4), ('grainy', 3), ('mild', 3), ('fruity', 3)]"
1146,Beaufort (Congo DR),363596,"[('white', 7), ('clear', 6), ('sweet', 5), ('medium', 5), ('beer', 4), ('light', 4), ('malty', 3), ('bitter', 3), ('grainy', 2), ('hay', 2)]"
1147,Mützig Lager Beer Speciale Export,136668,"[('white', 7), ('beer', 4), ('clear', 3), ('medium', 3), ('straw', 2), ('sweet', 2), ('mild', 2), ('light', 2), ('dry', 2), ('bitter', 2)]"
1148,N'Tay,488334,"[('clear', 3), ('copper', 2), ('full', 2), ('white', 2), ('gold', 1), ('grainy', 1), ('sweet', 1), ('bright', 1), ('honey', 1), ('light', 1)]"
1149,Primus (Congo DR),56208,"[('white', 5), ('malty', 4), ('hay', 4), ('medium', 4), ('sweet', 3), ('beer', 3), ('bitter', 3), ('clear', 2), ('grass', 2), ('light', 2)]"
1150,Nkoyi,180909,"[('medium', 3), ('light', 3), ('white', 3), ('wet', 2), ('straw', 2), ('sweet', 2), ('caramel', 2), ('fruity', 2), ('hazy', 1), ('malty', 1)]"
1151,Mikkeller Beer Geek Vanilla Shake (Bourbon Edition),248755,"[('vanilla', 12), ('sweet', 10), ('dark', 7), ('chocolate', 7), ('black', 6), ('coffee', 5), ('brown', 4), ('light', 4), ('full', 3), ('alcohol', 3)]"
1152,Mikkeller Beer Geek Brunch Weasel,97034,"[('coffee', 15), ('chocolate', 7), ('dark', 5), ('black', 5), ('roasted', 4), ('creamy', 3), ('beer', 3), ('large', 2), ('licorice', 2), ('silky', 2)]"
1153,Mikkeller George! Barrel Aged (Bourbon Edition),132951,"[('sweet', 4), ('espresso', 3), ('coffee', 3), ('vanilla', 3), ('black', 3), ('dark', 2), ('chocolate', 2), ('brown', 2), ('bitter', 2), ('spicy', 1)]"
1154,Mikkeller,59390,"[('chocolate', 12), ('dark', 9), ('black', 7), ('brown', 7), ('sweet', 7), ('oily', 4), ('caramel', 4), ('roast', 3), ('alcohol', 3), ('bread', 2)]"
1155,Mikkeller SpontanPentadrupelBlueberry,512884,"[('blueberry', 12), ('deep', 6), ('red', 5), ('dark', 4), ('tart', 4), ('sweet', 4), ('dry', 4), ('acidic', 3), ('beer', 3), ('light', 3)]"
1156,Mikkeller Beer Geek Brunch Weasel BA Slyrs,316841,"[('light', 5), ('black', 4), ('coffee', 3), ('vanilla', 3), ('roasted', 2), ('sweet', 2), ('espresso', 1), ('full', 1), ('toast', 1), ('chocolate', 1)]"
1157,Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe),52649,"[('coffee', 12), ('chocolate', 12), ('dark', 10), ('licorice', 8), ('black', 7), ('roasted', 7), ('medium', 6), ('brown', 5), ('light', 5), ('alcohol', 4)]"
1158,Mikkeller George! Barrel Aged (Cognac Edition),190858,"[('dark', 11), ('black', 8), ('heavy', 4), ('chocolate', 4), ('roasted', 4), ('sweet', 4), ('light', 4), ('coffee', 3), ('brown', 3), ('beer', 3)]"
1159,Mikkeller Brian BA Bourbon,324121,"[('beer', 2), ('coffee', 1), ('dark', 1), ('vanilla', 1), ('red', 1), ('chocolate', 1), ('black', 1), ('roast', 1), ('leather', 1), ('lingering', 1)]"
1160,Nørrebro Bryghus,106625,"[('chocolate', 11), ('dark', 10), ('black', 10), ('red', 8), ('sweet', 8), ('oily', 7), ('vanilla', 6), ('full', 5), ('roasted', 5), ('medium', 5)]"
1161,Mikkeller Beer Geek Breakfast,53853,"[('coffee', 16), ('dark', 8), ('roasted', 7), ('chocolate', 5), ('bitter', 5), ('burnt', 3), ('light', 3), ('espresso', 2), ('black', 2), ('brown', 2)]"
1162,Mikkeller George vs Brian Tequila,272152,"[('chocolate', 11), ('dark', 8), ('brown', 8), ('sweet', 8), ('black', 6), ('smooth', 6), ('full', 4), ('spicy', 3), ('coffee', 3), ('alcohol', 3)]"
1163,Mikkeller Beer Geek Brunch Weasel (Cognac Edition),166407,"[('coffee', 5), ('dark', 5), ('brown', 4), ('burnt', 4), ('full', 3), ('toffee', 3), ('sweet', 3), ('intense', 3), ('light', 3), ('chocolate', 2)]"
1164,Mikkeller Beer Geek Vanilla Shake,214195,"[('vanilla', 15), ('sweet', 12), ('chocolate', 9), ('black', 7), ('coffee', 6), ('roasted', 6), ('tan', 4), ('smooth', 3), ('medium', 3), ('creamy', 2)]"
1165,Warpigs Smoldering Holes Eagle Rare Barrel Aged,478050,"[('sweet', 10), ('dark', 8), ('chocolate', 5), ('black', 5), ('brown', 5), ('light', 5), ('roast', 4), ('oily', 3), ('coffee', 3), ('balanced', 3)]"
1166,Mikkeller George! Barrel Aged (Calvados Edition),192282,"[('black', 9), ('dark', 8), ('chocolate', 7), ('vanilla', 4), ('burnt', 4), ('brown', 3), ('light', 3), ('bitter', 3), ('oily', 2), ('coffee', 2)]"
1167,Nørrebro Bryghus,103138,"[('dark', 13), ('chocolate', 8), ('red', 6), ('black', 5), ('full', 4), ('roasted', 4), ('sweet', 4), ('light', 4), ('tan', 4), ('warming', 4)]"
1168,Mikkeller George vs Brian Cherry,272156,"[('dark', 12), ('chocolate', 8), ('sweet', 8), ('black', 7), ('alcohol', 7), ('brown', 6), ('bitter', 6), ('roasted', 5), ('coffee', 4), ('roast', 4)]"
1169,Mikkeller Beer Geek Brunch Weasel (Bourbon Edition),117706,"[('coffee', 5), ('sweet', 5), ('medium', 5), ('chocolate', 4), ('alcohol', 4), ('light', 4), ('dark', 3), ('bitter', 3), ('full', 2), ('licorice', 2)]"
1170,Mikkeller SpontanQuadruppelRaspberry,496270,"[('intense', 4), ('medium', 4), ('full', 3), ('red', 3), ('tart', 3), ('lemon', 2), ('sweet', 2), ('bright', 2), ('creamy', 2), ('lime', 2)]"
1171,Mikkeller George!,122090,"[('dark', 12), ('sweet', 10), ('chocolate', 6), ('black', 5), ('full', 4), ('complex', 4), ('tan', 4), ('coffee', 3), ('licorice', 3), ('smooth', 3)]"
1172,Warpigs / Alesmith Speedway Stout,338784,"[('coffee', 13), ('roasted', 11), ('chocolate', 8), ('black', 7), ('dark', 6), ('sweet', 5), ('creamy', 5), ('bitter', 5), ('alcohol', 4), ('brown', 4)]"
1173,To Øl Sort Mælk,172758,"[('chocolate', 9), ('dark', 5), ('black', 5), ('sweet', 5), ('full', 4), ('roast', 4), ('coffee', 3), ('alcohol', 3), ('light', 3), ('caramel', 3)]"
1174,Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe),61379,"[('roasted', 10), ('chocolate', 9), ('black', 9), ('dark', 6), ('sweet', 4), ('malty', 3), ('brown', 3), ('smooth', 3), ('caramel', 3), ('heavy', 2)]"
1175,Mikkeller Cù't Cà Phê Bia,180756,"[('dark', 21), ('coffee', 15), ('chocolate', 12), ('sweet', 9), ('full', 8), ('roasted', 8), ('black', 7), ('alcohol', 7), ('brown', 6), ('medium', 6)]"
1176,Mikkeller Beer Geek Brunch Weasel (Brandy Edition),305318,"[('chocolate', 13), ('coffee', 12), ('vanilla', 8), ('roasted', 7), ('dark', 6), ('black', 6), ('beer', 6), ('caramel', 6), ('brown', 5), ('sweet', 4)]"
1177,To Øl Liquid Confidential (Confidence Rhum Barrel Aged),369724,"[('chocolate', 17), ('dark', 11), ('sweet', 9), ('black', 6), ('roast', 6), ('medium', 6), ('roasted', 5), ('beer', 5), ('balanced', 4), ('alcohol', 4)]"
1178,Mikkeller,93058,"[('sweet', 13), ('dark', 11), ('chocolate', 9), ('black', 8), ('roasted', 8), ('brown', 7), ('apple', 5), ('full', 4), ('vanilla', 4), ('alcohol', 4)]"
1179,Mikkeller Beer Geek Vanilla Maple Shake,524314,"[('dark', 13), ('vanilla', 13), ('coffee', 11), ('brown', 9), ('sweet', 9), ('chocolate', 7), ('black', 6), ('light', 5), ('full', 4), ('roasted', 4)]"
1180,To Øl Black Malts & Body Salts Black Coffee IIPA,216961,"[('coffee', 14), ('chocolate', 5), ('black', 5), ('bitter', 5), ('beer', 4), ('dark', 3), ('roasted', 3), ('brown', 3), ('dry', 3), ('roast', 2)]"
1181,To Øl Yule Mælk,302914,"[('sweet', 6), ('black', 5), ('roasted', 5), ('alcohol', 5), ('dark', 4), ('chocolate', 4), ('clear', 3), ('brown', 3), ('bitter', 3), ('oily', 2)]"
1182,"Amager / Jameson Green, Green Banshee",417324,"[('chocolate', 15), ('black', 10), ('dark', 7), ('vanilla', 7), ('licorice', 6), ('bitter', 5), ('coffee', 4), ('roast', 4), ('alcohol', 4), ('sweet', 4)]"
1183,Mikkeller Beer Geek Brunch Weasel (Calvados Edition),167391,"[('black', 6), ('dark', 5), ('chocolate', 5), ('roasted', 5), ('alcohol', 5), ('espresso', 4), ('full', 4), ('brown', 4), ('sweet', 4), ('bitter', 4)]"
1184,Mikkeller,263821,"[('chocolate', 13), ('vanilla', 12), ('sweet', 11), ('dark', 8), ('black', 7), ('roasted', 6), ('beer', 6), ('light', 6), ('bitter', 6), ('heavy', 5)]"
1185,Fanø Bryghus,171478,"[('chocolate', 19), ('dark', 14), ('coffee', 9), ('black', 9), ('brown', 9), ('sweet', 8), ('full', 5), ('vanilla', 5), ('alcohol', 5), ('burnt', 5)]"
1186,Mikkeller Nelson Sauvignon,115037,"[('white', 5), ('medium', 4), ('barnyard', 3), ('hazy', 2), ('beer', 2), ('musty', 2), ('nutty', 2), ('light', 2), ('dry', 2), ('amber', 2)]"
1187,Mikkeller 40 Smaragd,287979,"[('caramel', 12), ('sweet', 11), ('dark', 7), ('vanilla', 6), ('light', 5), ('heavy', 4), ('malty', 4), ('toffee', 4), ('amber', 4), ('hazy', 3)]"
1188,Amager Hr. Frederiksen,71568,"[('dark', 13), ('chocolate', 9), ('black', 9), ('sweet', 8), ('roasted', 6), ('bitter', 6), ('roast', 4), ('brown', 4), ('beer', 4), ('medium', 4)]"
1189,Mikkeller,93251,"[('roasted', 10), ('dark', 9), ('black', 9), ('chocolate', 8), ('alcohol', 8), ('beer', 8), ('vanilla', 6), ('brown', 5), ('coffee', 3), ('sweet', 3)]"
1190,Mikkeller,86801,"[('coffee', 11), ('light', 11), ('roasted', 10), ('dark', 8), ('black', 6), ('red', 5), ('chocolate', 5), ('sweet', 5), ('medium', 5), ('brown', 4)]"
1191,Mikkeller,173886,"[('dark', 8), ('vanilla', 7), ('chocolate', 7), ('coffee', 5), ('sweet', 5), ('alcohol', 4), ('brown', 4), ('beer', 4), ('black', 3), ('light', 3)]"
1192,To Øl Goliat Imperial Coffee Stout,164496,"[('coffee', 10), ('chocolate', 8), ('dark', 7), ('sweet', 4), ('black', 3), ('roasted', 3), ('roast', 3), ('alcohol', 3), ('bitter', 3), ('espresso', 2)]"
1193,Det Lille Bryggeri,122508,"[('dark', 11), ('chocolate', 8), ('brown', 8), ('coffee', 6), ('black', 6), ('roast', 6), ('beer', 6), ('vanilla', 5), ('roasted', 5), ('sweet', 4)]"
1194,Amager / Mikkeller Hr. Frederiksens Væsel Brunch,122197,"[('coffee', 5), ('black', 3), ('sweet', 3), ('full', 2), ('chocolate', 2), ('roasted', 2), ('roast', 2), ('alcohol', 2), ('brown', 2), ('creamy', 2)]"
1195,Mikkeller Beer Geek Dessert,290994,"[('coffee', 9), ('vanilla', 6), ('chocolate', 6), ('bitter', 5), ('black', 4), ('roasted', 4), ('dark', 3), ('complex', 2), ('licorice', 2), ('alcohol', 2)]"
1196,To Øl Liquid Confidence,212181,"[('black', 7), ('dark', 6), ('roast', 5), ('chocolate', 3), ('brown', 3), ('spicy', 2), ('full', 2), ('alcohol', 2), ('sweet', 2), ('anise', 2)]"
1197,Mikkeller,135841,"[('dark', 15), ('black', 12), ('sweet', 12), ('chocolate', 11), ('roasted', 11), ('coffee', 10), ('burnt', 7), ('warming', 7), ('bitter', 6), ('alcohol', 5)]"
1198,Mikkeller,84629,"[('chocolate', 18), ('dark', 11), ('black', 11), ('oily', 9), ('sweet', 9), ('full', 6), ('tan', 6), ('brown', 5), ('roasted', 4), ('licorice', 4)]"
1199,Nørrebro Bryghus,97666,"[('coffee', 11), ('chocolate', 11), ('black', 9), ('roasted', 9), ('licorice', 8), ('light', 7), ('medium', 6), ('dark', 5), ('bitter', 5), ('oily', 4)]"
1200,Amager Bryghus,119598,"[('dark', 11), ('coffee', 9), ('chocolate', 9), ('black', 7), ('beer', 7), ('roasted', 6), ('sweet', 6), ('roast', 4), ('tan', 4), ('heavy', 3)]"
1201,Kubuli Shandy Ginger,50364,"[('beer', 5), ('sweet', 4), ('spicy', 3), ('clear', 2), ('light', 2), ('copper', 1), ('balanced', 1), ('orange', 1), ('fresh', 1), ('lime', 1)]"
1202,Kubuli Shandy Lime,50363,"[('beer', 7), ('lime', 6), ('sweet', 5), ('lemon', 4), ('orange', 2), ('caramel', 2), ('copper', 1), ('light', 1)]"
1203,Kubuli,8681,"[('clear', 5), ('malty', 3), ('beer', 3), ('white', 3), ('grainy', 2), ('sweet', 2), ('mild', 2), ('apple', 2), ('bitter', 2), ('gold', 1)]"
1204,Cervecería Nacionál Dominicana (AB-Inbev),28189,"[('sweet', 8), ('light', 7), ('beer', 5), ('medium', 5), ('amber', 4), ('malty', 3), ('caramel', 3), ('tan', 3), ('copper', 2), ('crystal', 2)]"
1205,The One Cerveza,70660,"[('beer', 4), ('clear', 3), ('medium', 3), ('straw', 2), ('mild', 2), ('light', 2), ('white', 2), ('gold', 1), ('wet', 1), ('dark', 1)]"
1206,Presidente BLACK,327475,"[('light', 12), ('sweet', 11), ('clear', 8), ('white', 6), ('bitter', 5), ('grainy', 4), ('medium', 4), ('malty', 3), ('straw', 2), ('black', 1)]"
1207,Bohemia Light,147054,"[('beer', 6), ('grainy', 3), ('light', 3), ('clear', 2), ('straw', 2), ('white', 2), ('wet', 1), ('metallic', 1)]"
1208,Bohemia Especial (Dominican Republic),12261,"[('light', 4), ('white', 4), ('clear', 3), ('grainy', 2), ('beer', 2), ('bitter', 2), ('gold', 1), ('earthy', 1), ('rocky', 1), ('vinegar', 1)]"
1209,Presidente,7624,"[('beer', 5), ('light', 4), ('white', 3), ('clear', 2), ('medium', 2), ('gold', 1), ('frothy', 1), ('malty', 1), ('persistent', 1), ('sweet', 1)]"
1210,Cerveza Quisqueya,12262,"[('gold', 3), ('grainy', 2), ('alcohol', 2), ('sweet', 2), ('beer', 2), ('bread', 1), ('hazy', 1), ('malty', 1), ('dark', 1), ('lemon', 1)]"
1211,Presidente Light,45135,"[('light', 18), ('sweet', 8), ('clear', 7), ('medium', 5), ('white', 5), ('bitter', 5), ('fruity', 4), ('apple', 3), ('malty', 2), ('grainy', 2)]"
1212,Cerveza Soberana,12263,"[('beer', 10), ('light', 5), ('white', 3), ('medium', 2), ('frothy', 1), ('complex', 1), ('dark', 1), ('clear', 1), ('alcohol', 1), ('amber', 1)]"
1213,Quisqueya Extra,337172,"[('sweet', 8), ('medium', 8), ('light', 7), ('white', 6), ('clear', 5), ('bread', 3), ('bitter', 3), ('heavy', 2), ('malty', 2), ('bready', 2)]"
1214,Doggerlander Belgian Dark Ale,244684,"[('red', 5), ('beer', 5), ('dark', 3), ('creamy', 3), ('medium', 3), ('caramel', 3), ('chocolate', 2), ('balanced', 2), ('bitter', 2), ('spicy', 1)]"
1215,Doggerlander Esus B-Shot,244703,"[('spicy', 2), ('complex', 2), ('dark', 2), ('alcohol', 2), ('toffee', 2), ('beer', 2), ('caramel', 2), ('tan', 2), ('oily', 1), ('full', 1)]"
1216,Doggerlander Colapso Black IPA,353210,"[('medium', 3), ('chocolate', 2), ('tan', 2), ('dark', 1), ('black', 1), ('roasted', 1), ('balanced', 1), ('brown', 1), ('intense', 1), ('creamy', 1)]"
1217,Doggerlander Smoked Merkén Porter,354762,"[('smoked', 3), ('beer', 2), ('spicy', 1), ('dark', 1), ('chocolate', 1), ('balanced', 1), ('brown', 1), ('subtle', 1), ('pepper', 1), ('medium', 1)]"
1218,Doggerlander Gose,293315,"[('hazy', 1), ('beer', 1)]"
1219,Doggerlander California,244577,"[('fruity', 5), ('beer', 4), ('light', 3), ('caramel', 3), ('dry', 3), ('straw', 2), ('bread', 1), ('hazy', 1), ('balanced', 1), ('brown', 1)]"
1220,Doggerlander Russian Imperial Stout,244580,"[('beer', 5), ('coffee', 4), ('chocolate', 3), ('caramel', 3), ('dark', 2), ('dry', 2), ('bitter', 2), ('frothy', 1), ('malty', 1), ('black', 1)]"
1221,Doggerlander Jack's IPA,244576,"[('mango', 3), ('beer', 3), ('bitter', 2), ('copper', 1), ('gold', 1), ('hazy', 1), ('balanced', 1), ('orange', 1), ('intense', 1), ('creamy', 1)]"
1222,Doggerlander Bière de Garde,244579,"[('malty', 4), ('light', 3), ('caramel', 3), ('dry', 3), ('subtle', 2), ('medium', 2), ('bitter', 2), ('bread', 1), ('hazy', 1), ('full', 1)]"
1223,Doggerlander Porter,244578,"[('dark', 5), ('burnt', 5), ('chocolate', 3), ('roasted', 3), ('brown', 2), ('creamy', 2), ('beer', 2), ('dry', 2), ('bitter', 2), ('frothy', 1)]"
1224,Doggerlander 3 Diablos Porter,373485,"[('medium', 7), ('chocolate', 3), ('brown', 2), ('beer', 2), ('smoked', 2), ('hot', 2), ('spicy', 1), ('hazy', 1), ('coffee', 1), ('dark', 1)]"
1225,Bandido Hop-Rey IPA,292212,"[('medium', 8), ('light', 8), ('sweet', 7), ('pine', 7), ('white', 7), ('bread', 6), ('orange', 6), ('dry', 5), ('honey', 4), ('caramel', 4)]"
1226,Doggerlander American Pale Ale,367239,"[('hazy', 1), ('medium', 1), ('fruity', 1), ('dry', 1)]"
1227,Doggerlander Rex IPA,244697,"[('copper', 1), ('mango', 1), ('balanced', 1), ('beer', 1), ('pine', 1), ('medium', 1), ('fruity', 1), ('dry', 1), ('grapefruit', 1)]"
1228,Doggerlander Framboise,357672,"[('beer', 2), ('dark', 1), ('sweet', 1), ('medium', 1)]"
1229,Doggerlander Los Chillos Old Red,305425,"[('beer', 3), ('fruity', 3), ('spicy', 2), ('complex', 2), ('malty', 2), ('red', 2), ('caramel', 2), ('dark', 1), ('ruby', 1), ('leather', 1)]"
1230,Doggerlander Alacrán Amber Ale (AAA),415858,"[('medium', 3), ('malty', 1), ('clear', 1), ('light', 1), ('caramel', 1), ('tan', 1), ('amber', 1)]"
1231,Doggerlander / Cervecería Gourmet Mitad del Mundo Sour,305420,"[('beer', 5), ('malty', 3), ('red', 3), ('medium', 3), ('spicy', 2), ('light', 2), ('fruity', 2), ('complex', 1), ('caramel', 1), ('dry', 1)]"
1232,Quiteña Abbey Ale,406848,"[('medium', 6), ('light', 2), ('dry', 2), ('amber', 2), ('dates', 1), ('frothy', 1), ('hazy', 1), ('full', 1), ('persistent', 1), ('clear', 1)]"
1233,Cerveceria Gourmet Ecuatoriana Munay,407309,"[('honey', 3), ('medium', 3), ('spicy', 2), ('fruity', 2), ('clear', 1), ('alcohol', 1)]"
1234,Doggerlander Dubbel,244687,"[('spicy', 1), ('hazy', 1), ('malty', 1), ('beer', 1), ('light', 1), ('amber', 1)]"
1235,Bandido Alta Amber,272982,"[('amber', 7), ('light', 4), ('caramel', 3), ('clear', 2), ('medium', 2), ('bitter', 2), ('bread', 1), ('hazy', 1), ('dark', 1), ('sweet', 1)]"
1236,Quiteña Pale Ale,406844,"[('light', 6), ('malty', 3), ('medium', 2), ('bitter', 2), ('bread', 1), ('gold', 1), ('frothy', 1), ('hazy', 1), ('clear', 1), ('acidic', 1)]"
1237,Doggerlander Raspberry Cider,353206,"[('hazy', 1), ('clear', 1), ('straw', 1), ('sweet', 1), ('subtle', 1), ('medium', 1), ('dry', 1)]"
1238,Bandido Cuckoo Chocolate Stout,292224,"[('dark', 2), ('heavy', 1), ('full', 1), ('chocolate', 1), ('beer', 1), ('burnt', 1), ('light', 1), ('tan', 1)]"
1239,Bandido Guayusa Pale Ale,272983,"[('beer', 2)]"
1240,Doggerlander Berliner Weisse,323999,"[('hazy', 1), ('tart', 1), ('medium', 1), ('light', 1)]"
1241,Bandido Rio Negro Stout,406131,"[('dark', 9), ('light', 9), ('coffee', 7), ('chocolate', 6), ('sweet', 6), ('medium', 5), ('black', 4), ('earthy', 4), ('brown', 4), ('tan', 4)]"
1242,RAGNARÖK English Mild Ale,409026,"[('malty', 2), ('medium', 2), ('caramel', 2), ('hazy', 1), ('dark', 1), ('brown', 1), ('fruity', 1), ('dry', 1)]"
1243,RAGNARÖK English Brown Ale,408098,"[('medium', 3), ('light', 3), ('caramel', 2), ('malty', 1), ('dark', 1), ('brown', 1), ('dry', 1), ('white', 1)]"
1244,Quiteña IPA,408646,"[('medium', 3), ('fruity', 2), ('clear', 1), ('light', 1), ('dry', 1), ('amber', 1), ('white', 1)]"
1245,Bandido Honey Ginger Saison,272984,"[('medium', 5), ('honey', 3), ('hazy', 2), ('pepper', 2), ('caramel', 2), ('spicy', 1), ('gold', 1), ('fresh', 1), ('creamy', 1), ('beer', 1)]"
1246,Santana Chulla Chela,407064,"[('sweet', 2), ('light', 2), ('caramel', 2), ('bread', 1), ('gold', 1), ('frothy', 1), ('hazy', 1), ('white', 1)]"
1247,Doggerlander Pumpkin Ale,305426,"[('malty', 1), ('beer', 1), ('caramel', 1)]"
1248,Los 3 Monjes Dark Strong Ale,407093,"[('light', 5), ('dark', 4), ('medium', 3), ('caramel', 3), ('brown', 2), ('creamy', 2), ('bitter', 2), ('hazy', 1), ('coffee', 1), ('complex', 1)]"
1249,La Morena Porter,406860,"[('coffee', 2), ('dark', 2), ('light', 2), ('frothy', 1), ('hazy', 1), ('brown', 1), ('refined', 1), ('bitter', 1)]"
1250,Nativa Cuicocha Ale (Negra),407092,"[('dark', 2), ('chocolate', 2), ('light', 2), ('coffee', 1), ('black', 1), ('intense', 1), ('creamy', 1), ('medium', 1), ('bitter', 1)]"
1251,Sabai Llangantes Golden Ale,446507,"[('mango', 1), ('bitter', 1)]"
1252,Doggerlander Dunkelweizen,244691,"[('dark', 1), ('banana', 1), ('chocolate', 1), ('brown', 1), ('beer', 1), ('clove', 1), ('medium', 1), ('caramel', 1), ('cloudy', 1)]"
1253,Páramo Brauhaus Weissbier,353190,"[('light', 3), ('hazy', 2), ('banana', 2), ('vanilla', 2), ('beer', 2), ('clove', 2), ('medium', 2)]"
1254,Nativa San Pablo Ale (Rubia),407067,"[('light', 3), ('lemon', 2), ('bread', 1), ('gold', 1), ('frothy', 1), ('hazy', 1), ('malty', 1), ('subtle', 1), ('lime', 1), ('caramel', 1)]"
1255,Sinners Coco Ginger IPA,240696,"[('beer', 8), ('clear', 5), ('white', 3), ('copper', 2), ('full', 2), ('cloudy', 2), ('bitter', 2), ('oily', 1), ('gold', 1), ('frothy', 1)]"
1256,Cherusker Super Doble,214021,"[('butterscotch', 2), ('white', 2), ('gold', 1), ('ruby', 1), ('licorice', 1), ('sweet', 1), ('beer', 1), ('light', 1), ('amber', 1)]"
1257,Páramo Brauhaus Pale Ale,407494,"[('medium', 3), ('oily', 1), ('hazy', 1), ('orange', 1), ('dissipating', 1), ('white', 1)]"
1258,Nativa Yahuarcocha Ale (Roja),406838,"[('honey', 3), ('bread', 2), ('sweet', 2), ('caramel', 2), ('amber', 2), ('hazy', 1), ('creamy', 1), ('light', 1), ('dry', 1), ('bitter', 1)]"
1259,Al Ahram (Heineken),54710,"[('malty', 1), ('alcohol', 1), ('brown', 1), ('sweet', 1), ('beer', 1)]"
1260,Al Ahram (Heineken),22342,"[('beer', 2), ('spicy', 1), ('dark', 1), ('brown', 1), ('caramel', 1), ('bitter', 1)]"
1261,Sakara Weizen,165963,"[('hazy', 6), ('medium', 6), ('light', 6), ('white', 6), ('banana', 5), ('sweet', 5), ('gold', 3), ('beer', 3), ('barnyard', 2), ('butterscotch', 2)]"
1262,Al Ahram Meister Max Tangerine,479486,"[('orange', 3), ('alcohol', 2), ('hazy', 1), ('sweet', 1), ('beer', 1), ('medium', 1), ('fruity', 1), ('opaque', 1), ('tangerine', 1)]"
1263,Al Ahram Meister Max Pineapple,480028,"[('pineapple', 3), ('sweet', 3), ('alcohol', 2), ('gold', 1), ('clear', 1), ('honey', 1), ('medium', 1), ('white', 1)]"
1264,Al Ahram (Heineken),9442,"[('light', 2), ('alcohol', 1), ('sweet', 1), ('beer', 1), ('smooth', 1), ('fruity', 1), ('bitter', 1)]"
1265,Luxor Weizen,74725,"[('banana', 6), ('white', 6), ('hazy', 5), ('light', 5), ('sweet', 4), ('creamy', 3), ('medium', 3), ('bitter', 3), ('grainy', 2), ('beer', 2)]"
1266,Al Ahram (Heineken),9444,"[('beer', 2), ('dry', 2), ('bready', 1), ('sweet', 1), ('smooth', 1), ('light', 1), ('hot', 1), ('white', 1), ('bitter', 1)]"
