,Unnamed: 0,name,score,beer style,abv,cal,city,country,link,lat,lon
3283,3283,Pivara Bitola,2.62,Pilsener,5.5,165.0,Bitola,Macedonia,/beer/kenbach-beer/70910/,41.0327325,21.3315306
3284,3284,Skopsko Temno,2.61,Dunkel/Tmavý,5.2,156.0,Skopje,Macedonia,/beer/skopsko-temno/309516/,41.9960924,21.4316495
3285,3285,Prilepska Pivarnica,2.58,Pilsener,4.5,135.0,Prilep,Macedonia,/beer/kronenbier-export-pils/11949/,41.345594500000004,21.553822699999998
3286,3286,Temov Skenderbeg,2.58,Amber Lager/Vienna,4.8,144.0,Skopje,Macedonia,/beer/temov-skenderbeg/406955/,41.9960924,21.4316495
3287,3287,Zlaten Dab Dark Beer,2.54,Dunkel/Tmavý,5.2,156.0,Prilep,Macedonia,/beer/zlaten-dab-dark-beer/389233/,41.345594500000004,21.553822699999998
3288,3288,Makedonsko Pivo,2.52,Pilsener,4.5,135.0,Kavadarci,Macedonia,/beer/makedonsko-pivo/397763/,41.4308027,22.014244100000003
3289,3289,Skopsko Radler,2.34,Radler/Shandy,2.0,60.0,Skopje,Macedonia,/beer/skopsko-radler/185905/,41.9960924,21.4316495
3290,3290,Skopsko Cresha (Skopsko Cherry),2.25,Fruit Beer,4.0,120.0,Skopje,Macedonia,/beer/skopsko-cresha-skopsko-cherry/375582/,41.9960924,21.4316495
3291,3291,Prilepska Pivarnica,2.24,Pale Lager,3.5,105.0,Prilep,Macedonia,/beer/majstorsko-pivo/151346/,41.345594500000004,21.553822699999998
3292,3292,Zlaten Dab Lager Beer,2.24,Pilsener,4.5,135.0,Prilep,Macedonia,/beer/zlaten-dab-lager-beer/11950/,41.345594500000004,21.553822699999998
3293,3293,Skopsko Svetlo Pivo,2.21,Pale Lager,4.9,147.0,Skopje,Macedonia,/beer/skopsko-svetlo-pivo/11906/,41.9960924,21.4316495
3294,3294,Pivara Skopje (Heineken),2.2,Pale Lager,4.9,147.0,Skopje,Macedonia,/beer/skopsko-silver-moon/91725/,41.9960924,21.4316495
3295,3295,Starogradsko Premium Pils,2.19,Pale Lager,4.5,135.0,Kavadarci,Macedonia,/beer/starogradsko-premium-pils/345016/,41.4308027,22.014244100000003
3296,3296,Kenbach Premium Pilsner,2.18,Pilsener,5.0,150.0,Bitola,Macedonia,/beer/kenbach-premium-pilsner/18626/,41.0327325,21.3315306
3297,3297,Skopsko Smooth,2.16,Pale Lager,4.5,135.0,Skopje,Macedonia,/beer/skopsko-smooth/419704/,41.9960924,21.4316495
3298,3298,Bitolsko Pivo,2.05,Pale Lager,5.0,150.0,Bitola,Macedonia,/beer/bitolsko-pivo/70911/,41.0327325,21.3315306
3299,3299,Krali Marko Svetlo Pivo,1.94,Pale Lager,4.5,135.0,Prilep,Macedonia,/beer/krali-marko-svetlo-pivo/70912/,41.345594500000004,21.553822699999998
3300,3300,Gorsko Pivo 8°,1.84,Pale Lager,3.4,102.0,Skopje,Macedonia,/beer/gorsko-pivo-8/31499/,41.9960924,21.4316495
3302,3302,Star Gold Ambrée,2.8,Amber Ale,6.5,195.0,Antananarivo,Madagascar,/beer/star-gold-ambree/181891/,-18.9100122,47.5255809
3303,3303,Libertalia Original Beer,2.79,Golden Ale/Blond Ale,6.0,180.0,Ambatolampy,Madagascar,/beer/libertalia-original-beer/181898/,-19.385382999999997,47.426877000000005
3304,3304,Star Gold Blonde,2.74,Imperial Pils/Strong Pale Lager,6.5,195.0,Antananarivo,Madagascar,/beer/star-gold-blonde/41314/,-18.9100122,47.5255809
3305,3305,Star Gold Blanche,2.68,Witbier,5.0,150.0,Antananarivo,Madagascar,/beer/star-gold-blanche/181900/,-18.9100122,47.5255809
3306,3306,Skol1,2.67,Low Alcohol,1.0,30.0,Ambatolampy,Madagascar,/beer/skol1/181899/,-19.385382999999997,47.426877000000005
3308,3308,Star Three Horses Beer Fresh,2.22,Low Alcohol,1.0,30.0,Antananarivo,Madagascar,/beer/star-three-horses-beer-fresh/82939/,-18.9100122,47.5255809
3309,3309,Star Three Horses Beer Lite,2.2,Low Alcohol,1.0,30.0,Antananarivo,Madagascar,/beer/star-three-horses-beer-lite/100761/,-18.9100122,47.5255809
3310,3310,Star Three Horses Beer Pilsener,2.03,Pilsener,5.4,162.0,Antananarivo,Madagascar,/beer/star-three-horses-beer-pilsener/13721/,-18.9100122,47.5255809
3314,3314,Carlsberg Classic,2.12,Premium Lager,5.0,150.0,Blantyre,Malawi,/beer/carlsberg-classic/109399/,-15.786254300000001,35.003569399999996
3315,3315,Carlsberg Malawi Special Brew,2.03,Premium Lager,5.7,171.0,Blantyre,Malawi,/beer/carlsberg-malawi-special-brew/248447/,-15.786254300000001,35.003569399999996
3316,3316,Carlsberg Malawi Chill,2.02,Pale Lager,4.0,120.0,Blantyre,Malawi,/beer/carlsberg-malawi-chill/248448/,-15.786254300000001,35.003569399999996
3317,3317,Kuche Kuche,1.97,Pale Lager,3.7,111.0,Blantyre,Malawi,/beer/kuche-kuche/62481/,-15.786254300000001,35.003569399999996
3318,3318,Danish Royal Stout,3.23,Foreign Stout,8.0,240.0,Shah Alam,Malaysia,/beer/danish-royal-stout/17458/,3.0686212999999998,101.5183418
3319,3319,Penang Craft Beer Triad IPA,3.13,India Pale Ale (IPA),6.7,201.0,Penang,Malaysia,/beer/penang-craft-beer-triad-ipa/503329/,5.4065012999999995,100.25590770000001
3320,3320,Guinness Foreign Extra Stout (Malaysia/Hong Kong/China),3.13,Foreign Stout,6.8,204.0,Petaling Jaya,Malaysia,/beer/guinness-foreign-extra-stout-malaysia-hong-kong-china/19433/,3.1055929,101.642697
3321,3321,Connor's Original Stout,3.06,Dry Stout,5.0,150.0,Shah Alam,Malaysia,/beer/connors-original-stout/111720/,3.0686212999999998,101.5183418
3322,3322,Penang Craft Beer Red Door,3.05,Irish Ale,5.6,168.0,Penang,Malaysia,/beer/penang-craft-beer-red-door/503326/,5.4065012999999995,100.25590770000001
3323,3323,Penang Craft Beer Ang Moh Leng Teh,3.02,Amber Ale,5.7,171.0,Penang,Malaysia,/beer/penang-craft-beer-ang-moh-leng-teh/503325/,5.4065012999999995,100.25590770000001
3324,3324,Penang Craft Beer Money Pale Ale,3.0,American Pale Ale,5.9,177.0,Penang,Malaysia,/beer/penang-craft-beer-money-pale-ale/535574/,5.4065012999999995,100.25590770000001
3325,3325,Carlsberg Special Brew (Malaysia),2.93,Pale Lager,6.5,195.0,Shah Alam,Malaysia,/beer/carlsberg-special-brew-malaysia/533601/,3.0686212999999998,101.5183418
3326,3326,Napex Brewery,2.91,Witbier,,,Port Klang Selangor,Malaysia,/beer/starker-aromatic/129357/,3.0027625,101.3966735
3327,3327,Carlsberg Brewery Malaysia Berhad,2.74,Foreign Stout,8.0,240.0,Shah Alam,Malaysia,/beer/danish-royal-stout-ginseng/65627/,3.0686212999999998,101.5183418
3328,3328,Napex Brewery,2.74,Dunkel/Tmavý,,,Port Klang Selangor,Malaysia,/beer/starker-dunkel/174344/,3.0027625,101.3966735
3329,3329,Napex Brewery,2.63,Premium Lager,,,Port Klang Selangor,Malaysia,/beer/starker-fresh-beer/120755/,3.0027625,101.3966735
3330,3330,Guinness Anchor Berhad (Diageo/Asia Pacific Breweries-Heineken),2.5,Pale Lager,5.8,174.0,Petaling Jaya,Malaysia,/beer/anchor-ice-beer/17226/,3.1055929,101.642697
3331,3331,Anchor Smooth Draught,2.48,Pale Lager,4.2,126.0,Petaling Jaya,Malaysia,/beer/anchor-smooth-draught/535948/,3.1055929,101.642697
3332,3332,Guinness Bright,2.48,Foreign Stout,4.5,135.0,Petaling Jaya,Malaysia,/beer/guinness-bright/522165/,3.1055929,101.642697
3333,3333,Napex Brewery,2.44,Pale Lager,5.0,150.0,Port Klang Selangor,Malaysia,/beer/jaz-beer/123050/,3.0027625,101.3966735
3334,3334,Dai Chee Enterprise,2.43,Pale Lager,5.0,150.0,Ipoh,Malaysia,/beer/green-beer-malaysia/126552/,4.5920213,101.0832737
3335,3335,Carlsberg Smooth Draft,2.37,Pale Lager,4.8,144.0,Shah Alam,Malaysia,/beer/carlsberg-smooth-draft/458966/,3.0686212999999998,101.5183418
3336,3336,Harry's Premium Lager (HPL),2.29,Pale Lager,5.0,150.0,Shah Alam,Malaysia,/beer/harrys-premium-lager-hpl/239071/,3.0686212999999998,101.5183418
3337,3337,Kick & Top Sdn Bhd,2.17,Pale Lager,5.1,153.0,Petaling Jaya,Malaysia,/beer/kickbeer/56465/,3.1055929,101.642697
3338,3338,Carlsberg Gold,2.08,Premium Lager,5.5,165.0,Shah Alam,Malaysia,/beer/carlsberg-gold/87437/,3.0686212999999998,101.5183418
3339,3339,Carlsberg Brewery Malaysia Berhad,1.99,Pale Lager,5.0,150.0,Shah Alam,Malaysia,/beer/carls/26415/,3.0686212999999998,101.5183418
3340,3340,Jolly Shandy,1.88,Radler/Shandy,1.0,30.0,Shah Alam,Malaysia,/beer/jolly-shandy/79545/,3.0686212999999998,101.5183418
3341,3341,Anchor Smooth,1.85,Pale Lager,4.5,135.0,Petaling Jaya,Malaysia,/beer/anchor-smooth/9224/,3.1055929,101.642697
3342,3342,Anglia Shandy,1.85,Radler/Shandy,1.0,30.0,Petaling Jaya,Malaysia,/beer/anglia-shandy/56463/,3.1055929,101.642697
3343,3343,Kick & Top Sdn Bhd,1.81,Pilsener,5.0,150.0,Petaling Jaya,Malaysia,/beer/topbeer/38435/,3.1055929,101.642697
3344,3344,Anchor Strong Beer 8.8%,1.79,Malt Liquor,8.8,264.0,Petaling Jaya,Malaysia,/beer/anchor-strong-beer-88/65774/,3.1055929,101.642697
3349,3349,Beaufort (Mali),2.29,Pale Lager,4.6,138.0,Bamako,Mali,/beer/beaufort-mali/213993/,12.649319,-8.000337
3350,3350,Castel Beer (Mali),1.83,Pale Lager,4.5,135.0,Bamako,Mali,/beer/castel-beer-mali/14261/,12.649319,-8.000337
3352,3352,Stretta India Pale Ale No. 1,3.36,India Pale Ale (IPA),6.3,189.0,St-Julians,Malta,/beer/stretta-india-pale-ale-no-1/495398/,35.9198236,14.487881400000001
3353,3353,Simonds Farsons Cisk,3.24,English Strong Ale,6.7,201.0,Mriehel,Malta,/beer/farsons-strong-ale/13150/,35.88977515,14.4665235691254
3354,3354,Stretta Transatlantic Pale Ale - Muzajk,3.22,American Pale Ale,6.0,180.0,St-Julians,Malta,/beer/stretta-transatlantic-pale-ale-muzajk/551532/,35.9198236,14.487881400000001
3355,3355,Lord Chambray San Blas,3.2,India Pale Ale (IPA),5.7,171.0,Xewkija Gozo,Malta,/beer/lord-chambray-san-blas/285905/,36.0323018,14.260944400000001
3356,3356,Lord Chambray Flinders Rose,3.19,Grodziskie/Gose/Lichtenhainer,4.2,126.0,Xewkija Gozo,Malta,/beer/lord-chambray-flinders-rose/438341/,36.0323018,14.260944400000001
3357,3357,Lord Chambray Blue Lagoon,3.18,Witbier,5.0,150.0,Xewkija Gozo,Malta,/beer/lord-chambray-blue-lagoon/285876/,36.0323018,14.260944400000001
3358,3358,Lord Chambray Fungus Rock,3.18,Stout,5.5,165.0,Xewkija Gozo,Malta,/beer/lord-chambray-fungus-rock/332756/,36.0323018,14.260944400000001
3359,3359,The Brew Golden Ale,3.16,Golden Ale/Blond Ale,6.0,180.0,Sliema,Malta,/beer/the-brew-golden-ale/507845/,35.9127609,14.502070800000002
3360,3360,The Brew Dark,3.15,Stout,5.5,165.0,Sliema,Malta,/beer/the-brew-dark/507843/,35.9127609,14.502070800000002
3361,3361,The Brew Amber Ale,3.14,Amber Ale,5.4,162.0,Sliema,Malta,/beer/the-brew-amber-ale/563545/,35.9127609,14.502070800000002
3362,3362,The Brew Pilsner,3.13,Pilsener,4.8,144.0,Sliema,Malta,/beer/the-brew-pilsner/507838/,35.9127609,14.502070800000002
3363,3363,Lord Chambray Winter Ale,3.08,Spice/Herb/Vegetable,8.0,240.0,Xewkija Gozo,Malta,/beer/lord-chambray-winter-ale/485585/,36.0323018,14.260944400000001
3364,3364,Lord Chambray Nebula,3.07,Brown Ale,5.9,177.0,Xewkija Gozo,Malta,/beer/lord-chambray-nebula/562856/,36.0323018,14.260944400000001
3365,3365,The Brew Honey,3.06,Amber Ale,5.3,159.0,Sliema,Malta,/beer/the-brew-honey/507842/,35.9127609,14.502070800000002
3366,3366,The Brew Vienna,3.04,Amber Lager/Vienna,5.0,150.0,Sliema,Malta,/beer/the-brew-vienna/507841/,35.9127609,14.502070800000002
3367,3367,Simonds Farsons Cisk,3.03,Golden Ale/Blond Ale,5.0,150.0,Mriehel,Malta,/beer/farsons-hopleaf-extra/49047/,35.88977515,14.4665235691254
3368,3368,Lord Chambray Golden Bay,3.02,Golden Ale/Blond Ale,5.2,156.0,Xewkija Gozo,Malta,/beer/lord-chambray-golden-bay/285908/,36.0323018,14.260944400000001
3369,3369,Simonds Farsons Cisk,3.01,Radler/Shandy,2.2,66.0,Mriehel,Malta,/beer/farsons-shandy-lager-lime/70497/,35.88977515,14.4665235691254
3370,3370,Lord Chambray Special Bitter,3.01,Bitter,3.8,114.0,Xewkija Gozo,Malta,/beer/lord-chambray-special-bitter/432806/,36.0323018,14.260944400000001
3371,3371,Tar Robust Porter,2.95,Porter,5.1,153.0,Naxxar,Malta,/beer/tar-robust-porter/482643/,35.9133396,14.443285099999999
3372,3372,The Brew Ginger Ale,2.94,Spice/Herb/Vegetable,4.5,135.0,Sliema,Malta,/beer/the-brew-ginger-ale/541271/,35.9127609,14.502070800000002
3373,3373,Lord Chambray Psy-Kölsch,2.93,Kölsch,4.9,147.0,Xewkija Gozo,Malta,/beer/lord-chambray-psy-kolsch/562847/,36.0323018,14.260944400000001
3374,3374,Farsons Blue Label Original Amber Ale,2.93,Amber Ale,4.7,141.0,Mriehel,Malta,/beer/farsons-blue-label-original-amber-ale/482172/,35.88977515,14.4665235691254
3375,3375,Blonde Floral Ale,2.93,Golden Ale/Blond Ale,4.7,141.0,Naxxar,Malta,/beer/blonde-floral-ale/495224/,35.9133396,14.443285099999999
3376,3376,Farsons Double Red Strong Ale,2.9,English Strong Ale,6.8,204.0,Mriehel,Malta,/beer/farsons-double-red-strong-ale/476695/,35.88977515,14.4665235691254
3377,3377,Cisk Pilsener,2.81,Pilsener,5.5,165.0,Mriehel,Malta,/beer/cisk-pilsener/215058/,35.88977515,14.4665235691254
3378,3378,Farsons Lacto,2.8,Sweet Stout,3.8,114.0,Mriehel,Malta,/beer/farsons-lacto/20728/,35.88977515,14.4665235691254
3379,3379,Simonds Farsons Cisk,2.77,Amber Ale,5.9,177.0,Mriehel,Malta,/beer/farsons-winter-glow-2003/36220/,35.88977515,14.4665235691254
3380,3380,Simonds Special Amber Ale,2.75,Amber Ale,5.5,165.0,Mriehel,Malta,/beer/simonds-special-amber-ale/215060/,35.88977515,14.4665235691254
3381,3381,Cisk Chill Ginger & Lime,2.75,Fruit Beer,4.0,120.0,Mriehel,Malta,/beer/cisk-chill-ginger-lime/541800/,35.88977515,14.4665235691254
3382,3382,Rubin Double Ale,2.72,Abbey Dubbel,6.5,195.0,Naxxar,Malta,/beer/rubin-double-ale/484495/,35.9133396,14.443285099999999
3383,3383,Rust Rabat Ale,2.66,Bitter,3.9,117.0,Naxxar,Malta,/beer/rust-rabat-ale/435152/,35.9133396,14.443285099999999
3384,3384,Simonds Farsons Cisk,2.59,Mild Ale,3.3,99.0,Mriehel,Malta,/beer/farsons-blue-label-ale/21686/,35.88977515,14.4665235691254
3385,3385,Simonds Farsons Cisk,2.49,Imperial Pils/Strong Pale Lager,10.0,300.0,Mriehel,Malta,/beer/cisk-red/69941/,35.88977515,14.4665235691254
3386,3386,Simonds Farsons Cisk,2.43,Pale Lager,5.6,168.0,Mriehel,Malta,/beer/cisk-gold/21685/,35.88977515,14.4665235691254
3387,3387,Farsons India Pale Ale,2.42,India Pale Ale (IPA),5.7,171.0,Mriehel,Malta,/beer/farsons-india-pale-ale/476701/,35.88977515,14.4665235691254
3388,3388,Farsons Hopleaf Pale Ale,2.35,English Pale Ale,3.8,114.0,Mriehel,Malta,/beer/farsons-hopleaf-pale-ale/21687/,35.88977515,14.4665235691254
3389,3389,Cisk Export,2.26,Pale Lager,5.0,150.0,Mriehel,Malta,/beer/cisk-export/20727/,35.88977515,14.4665235691254
3390,3390,Cisk Strong,2.24,Imperial Pils/Strong Pale Lager,9.0,270.0,Mriehel,Malta,/beer/cisk-strong/497877/,35.88977515,14.4665235691254
3391,3391,Cisk Excel,2.2,Pale Lager,4.2,126.0,Mriehel,Malta,/beer/cisk-excel/98247/,35.88977515,14.4665235691254
3392,3392,LBM Breweries Ltd. (Löwenbräu Munich InBev),2.2,Pale Lager,5.2,156.0,Qormi,Malta,/beer/cariba/21683/,35.877464,14.4739598
3393,3393,Cisk Lager,2.18,Pale Lager,4.2,126.0,Mriehel,Malta,/beer/cisk-lager/13151/,35.88977515,14.4665235691254
3394,3394,Skol (Malta),2.1,Pale Lager,4.0,120.0,Mriehel,Malta,/beer/skol-malta/233498/,35.88977515,14.4665235691254
3395,3395,Farsons Traditional Shandy,2.02,Radler/Shandy,2.2,66.0,Mriehel,Malta,/beer/farsons-traditional-shandy/48381/,35.88977515,14.4665235691254
3396,3396,LBM Breweries Ltd. (Löwenbräu Munich InBev),2.01,Low Alcohol,,,Qormi,Malta,/beer/jazz-non-alcoholic/21684/,35.877464,14.4739598
3397,3397,Cisk Chill Berry,1.99,Fruit Beer,4.0,120.0,Mriehel,Malta,/beer/cisk-chill-berry/274773/,35.88977515,14.4665235691254
3398,3398,Cisk Chill Lemon,1.97,Fruit Beer,4.0,120.0,Mriehel,Malta,/beer/cisk-chill-lemon/182357/,35.88977515,14.4665235691254
3401,3401,Porter Lorraine,2.57,Porter,5.0,150.0,Le Lamentin,Martinique,/beer/porter-lorraine/99641/,14.636827499999999,-61.0157355341703
3403,3403,Bière Lorraine Ambrée,2.21,Amber Ale,6.0,180.0,Le Lamentin,Martinique,/beer/biere-lorraine-ambree/299824/,14.636827499999999,-61.0157355341703
3404,3404,Bière Lorraine Blonde,1.98,Pale Lager,5.0,150.0,Le Lamentin,Martinique,/beer/biere-lorraine-blonde/2339/,14.636827499999999,-61.0157355341703
3409,3409,Flying Dodo Belgian Wit,3.31,Witbier,5.3,159.0,Bagatelle Reduit Moka,Mauritius,/beer/flying-dodo-belgian-wit/341060/,,
3410,3410,Guinness Foreign Extra Stout (Mauritius),3.26,Foreign Stout,7.5,225.0,Pont-Fer,Mauritius,/beer/guinness-foreign-extra-stout-mauritius/217806/,-20.27696565,57.50103825804379
3411,3411,Flying Dodo Mean Wheat Bock,3.23,Weizen Bock,6.4,192.0,Bagatelle Reduit Moka,Mauritius,/beer/flying-dodo-mean-wheat-bock/247984/,,
3412,3412,Flying Dodo Nationale,3.18,Belgian Ale,5.9,177.0,Bagatelle Reduit Moka,Mauritius,/beer/flying-dodo-nationale/374426/,,
3413,3413,Flying Dodo Blonde Pale Ale Type 8,3.09,Golden Ale/Blond Ale,4.8,144.0,Bagatelle Reduit Moka,Mauritius,/beer/flying-dodo-blonde-pale-ale-type-8/374425/,,
3414,3414,Flying Dodo India Pale Ale,3.0,India Pale Ale (IPA),7.0,210.0,Bagatelle Reduit Moka,Mauritius,/beer/flying-dodo-india-pale-ale/247970/,,
3416,3416,Flying Dodo Belgian-Style Märzen,2.8,Oktoberfest/Märzen,5.8,174.0,Bagatelle Reduit Moka,Mauritius,/beer/flying-dodo-belgian-style-marzen/247981/,,
3417,3417,Flying Dodo Mandarina Bavaria Blonde Ale,2.79,Golden Ale/Blond Ale,4.8,144.0,Bagatelle Reduit Moka,Mauritius,/beer/flying-dodo-mandarina-bavaria-blonde-ale/247978/,,
3418,3418,Ti La Bière,2.77,Pilsener,5.5,165.0,Plaine Wilhems,Mauritius,/beer/ti-la-biere/199833/,,
3419,3419,Africana Beer Premium Lager 8%,2.66,Imperial Pils/Strong Pale Lager,8.0,240.0,Moka,Mauritius,/beer/africana-beer-premium-lager-8/502000/,-20.25229235,57.5881312820117
3420,3420,Phoenix Beverages Group (formerly Mauritius Breweries),2.6,Fruit Beer,3.5,105.0,Pont-Fer,Mauritius,/beer/phoenix-fresh-orange/158193/,-20.27696565,57.50103825804379
3421,3421,Stag Lager Beer Extra Smooth,2.4,Pale Lager,5.1,153.0,Plaine Wilhems,Mauritius,/beer/stag-lager-beer-extra-smooth/142100/,,
3422,3422,Africana Beer,2.39,Pale Lager,5.0,150.0,Moka,Mauritius,/beer/africana-beer/492955/,-20.25229235,57.5881312820117
3423,3423,Phoenix Fresh Lemon,2.35,Radler/Shandy,3.5,105.0,Pont-Fer,Mauritius,/beer/phoenix-fresh-lemon/142039/,-20.27696565,57.50103825804379
3424,3424,Stag Beverages Ltd,2.34,Pale Lager,5.4,162.0,Plaine Wilhems,Mauritius,/beer/castel-beer-mauritius/146300/,,
3425,3425,Stella Pils,2.32,Pale Lager,4.8,144.0,Pont-Fer,Mauritius,/beer/stella-pils/149172/,-20.27696565,57.50103825804379
3426,3426,Blue Marlin (Mauritius),2.23,Imperial Pils/Strong Pale Lager,6.0,180.0,Pont-Fer,Mauritius,/beer/blue-marlin-mauritius/12813/,-20.27696565,57.50103825804379
3427,3427,Phoenix Beverages Group (formerly Mauritius Breweries),2.2,Pale Lager,3.5,105.0,Pont-Fer,Mauritius,/beer/phoenix-premium-light/67958/,-20.27696565,57.50103825804379
3428,3428,Black Eagle,2.19,Pale Lager,5.0,150.0,Nouvelle France,Mauritius,/beer/black-eagle/67981/,-20.3779238,57.571187800000004
3429,3429,Phoenix Cider,2.18,Cider,5.0,150.0,Pont-Fer,Mauritius,/beer/phoenix-cider/154814/,-20.27696565,57.50103825804379
3430,3430,Black Eagle Xtra,2.12,Imperial Pils/Strong Pale Lager,7.0,210.0,Nouvelle France,Mauritius,/beer/black-eagle-xtra/67983/,-20.3779238,57.571187800000004
3431,3431,Phoenix Special Brew,2.0,Imperial Pils/Strong Pale Lager,6.5,195.0,Pont-Fer,Mauritius,/beer/phoenix-special-brew/67959/,-20.27696565,57.50103825804379
3432,3432,Black Eagle Classic,1.99,Pale Lager,5.5,165.0,Nouvelle France,Mauritius,/beer/black-eagle-classic/67982/,-20.3779238,57.571187800000004
3433,3433,Phoenix Beer,1.97,Pale Lager,5.0,150.0,Pont-Fer,Mauritius,/beer/phoenix-beer/12812/,-20.27696565,57.50103825804379
3434,3434,Stag Beverages Ltd,,Pale Lager,5.4,162.0,Plaine Wilhems,Mauritius,/beer/33-export-mauritius/146302/,,
3449,3449,Hipo,2.4,Pale Lager,5.5,165.0,Mamoudzou,Mayotte,/beer/hipo/156111/,-12.7805856,45.2279908
3450,3450,Insurgente Xocoveza,3.6,Imperial Stout,8.1,243.0,Tijuana,Mexico,/beer/insurgente-xocoveza/501149/,32.5008626,-116.96416570000001
3451,3451,Insurgente La Lupulosa,3.6,India Pale Ale (IPA),7.3,219.0,Tijuana,Mexico,/beer/insurgente-la-lupulosa/186743/,32.5008626,-116.96416570000001
3452,3452,Especialidades Cerveceras (FEMSA),3.58,Belgian Strong Ale,8.0,240.0,Apodaca Nuevo Leon,Mexico,/beer/casta-unica/36177/,25.7816542,-100.1887501
3453,3453,Fauna Dark Lycan,3.56,Black IPA,7.0,210.0,Mexicali,Mexico,/beer/fauna-dark-lycan/455758/,32.6200699,-115.44406979999998
3454,3454,Wendlandt Perro del Mar India Pale Ale,3.55,India Pale Ale (IPA),7.6,228.0,Ensenada,Mexico,/beer/wendlandt-perro-del-mar-india-pale-ale/289788/,30.192766100000004,-115.23146257799401
3455,3455,Border Psycho Brutal Imperial Stout,3.54,Imperial Stout,10.3,309.0,Tijuana Baja California,Mexico,/beer/border-psycho-brutal-imperial-stout/262766/,32.5008626,-116.96416570000001
3456,3456,Cucapá Barley Wine (Centenario),3.53,Barley Wine,10.0,300.0,Mexicali,Mexico,/beer/cucapa-barley-wine-centenario/65951/,32.6200699,-115.44406979999998
3457,3457,Insurgente Nocturna Black IPA,3.53,Black IPA,6.5,195.0,Tijuana,Mexico,/beer/insurgente-nocturna-black-ipa/186745/,32.5008626,-116.96416570000001
3458,3458,Fauna Señor Matanza,3.52,Imperial Stout,12.0,360.0,Mexicali,Mexico,/beer/fauna-senor-matanza/433185/,32.6200699,-115.44406979999998
3459,3459,Texcoco Psicosis IPA,3.51,India Pale Ale (IPA),8.5,255.0,Texcoco Mexico,Mexico,/beer/texcoco-psicosis-ipa/299630/,19.511390600000002,-98.884033
3460,3460,Calavera Mexican Imperial Stout,3.51,Imperial Stout,9.0,270.0,Tlalnepantla Estado de Mexico,Mexico,/beer/calavera-mexican-imperial-stout/110973/,19.5370001,-99.1955083
3461,3461,Propaganda Bágha Super IPA,3.48,Imperial IPA,9.0,270.0,Monterrey Nuevo Leon,Mexico,/beer/propaganda-bagha-super-ipa/313338/,25.847063100000003,-100.3934347
3462,3462,Insurgente Sospeso,3.46,India Pale Ale (IPA),7.3,219.0,Tijuana,Mexico,/beer/insurgente-sospeso/416514/,32.5008626,-116.96416570000001
3463,3463,Wendlandt Harry Polanco Red Ale,3.46,Amber Ale,5.4,162.0,Ensenada,Mexico,/beer/wendlandt-harry-polanco-red-ale/312504/,30.192766100000004,-115.23146257799401
3464,3464,Insurgente / Oersoep / Rooie Dop 3 Cabras (Tres Cabras),3.46,Saison,4.6,138.0,Tijuana,Mexico,/beer/insurgente-oersoep-rooie-dop-3-cabras-tres-cabras/309320/,32.5008626,-116.96416570000001
3465,3465,Insurgente Juan Cordero,3.45,American Pale Ale,5.5,165.0,Tijuana,Mexico,/beer/insurgente-juan-cordero/543578/,32.5008626,-116.96416570000001
3466,3466,Mexicana Day Of The Dead Beer One-Two Knockout Punch,3.41,India Pale Ale (IPA),6.8,204.0,Tecate,Mexico,/beer/mexicana-day-of-the-dead-beer-one-two-knockout-punch/396963/,32.43593355,-116.27365716865499
3467,3467,La Chingoneria / Central Cervecera / Nøgne Ø M.O.L.E.,3.4,Imperial Stout,9.0,270.0,Mexico City,Mexico,/beer/la-chingoneria-central-cervecera-nogne-o-mole/285808/,19.4326009,-99.1333416
3468,3468,La Brü IIPA,3.4,India Pale Ale (IPA),7.2,216.0,Michoacan,Mexico,/beer/la-bru-iipa/285716/,19.207098000000002,-101.878113
3469,3469,Especialidades Cerveceras (FEMSA),3.39,Brown Ale,6.0,180.0,Apodaca Nuevo Leon,Mexico,/beer/casta-morena/7626/,25.7816542,-100.1887501
3470,3470,La Brü Winter Ale,3.39,Sweet Stout,8.7,261.0,Michoacan,Mexico,/beer/la-bru-winter-ale/388988/,19.207098000000002,-101.878113
3471,3471,Fauna Lycan Lupus,3.39,India Pale Ale (IPA),5.7,171.0,Mexicali,Mexico,/beer/fauna-lycan-lupus/302134/,32.6200699,-115.44406979999998
3472,3472,Texcoco Exquizofrenia Triple IPA,3.39,Imperial IPA,11.5,345.0,Texcoco Mexico,Mexico,/beer/texcoco-exquizofrenia-triple-ipa/402872/,19.511390600000002,-98.884033
3473,3473,Colima / Baja / Ballast Point / Insurgente / Rise & Win Pardela,3.39,India Pale Ale (IPA),6.4,192.0,El Trapiche Cuauhtemoc Colima,Mexico,/beer/colima-baja-ballast-point-insurgente-rise-win-pardela/476949/,19.3302211,-103.5875059
3474,3474,Especialidades Cerveceras (FEMSA),3.39,Belgian Strong Ale,8.0,240.0,Apodaca Nuevo Leon,Mexico,/beer/casta-milenia/13357/,25.7816542,-100.1887501
3475,3475,Agua Mala Astillero,3.39,India Pale Ale (IPA),6.55,197.0,Ensenada Baja California,Mexico,/beer/agua-mala-astillero/198338/,30.192766100000004,-115.23146257799401
3476,3476,La Brü IPA,3.39,India Pale Ale (IPA),5.6,168.0,Michoacan,Mexico,/beer/la-bru-ipa/215201/,19.207098000000002,-101.878113
