,name,id,most_freq
285,Starapraga Pilsner Premium Dark,522634,"[('mild', 2), ('sweet', 1), ('black', 1), ('dense', 1), ('medium', 1), ('caramel', 1)]"
286,Xirdalan Export,523716,"[('clear', 2), ('grainy', 1), ('white', 1), ('mild', 1), ('fruity', 1), ('light', 1)]"
287,Novxani Pilsener Zlatý,146580,"[('honey', 2), ('heavy', 2), ('deep', 2), ('grainy', 1), ('malty', 1), ('creamy', 1), ('harsh', 1), ('medium', 1), ('bread', 1), ('hay', 1)]"
288,Grand Saaz Hop,522651,"[('grainy', 1), ('white', 1), ('bitter', 1), ('grass', 1)]"
289,Bizim Pive 3.5%,57933,"[('light', 3), ('alcohol', 1), ('full', 1)]"
290,Baki-Praqa Golden Malt,524581,"[('grainy', 2), ('sweet', 1)]"
291,Novxani Pilsener Light,522631,"[('grainy', 2), ('sweet', 1), ('mild', 1), ('light', 1)]"
292,Baltika-Baku (Baltika-Carlsberg),38848,"[('sweet', 7), ('caramel', 3), ('dark', 3), ('light', 3), ('coffee', 2), ('brown', 2), ('black', 1), ('malty', 1), ('creamy', 1), ('alcohol', 1)]"
293,Baltika-Baku (Baltika-Carlsberg),38847,"[('alcohol', 3), ('honey', 3), ('sweet', 2), ('white', 1), ('malty', 1), ('creamy', 1), ('barnyard', 1), ('full', 1), ('smooth', 1)]"
294,Baltika-Baku (Baltika-Carlsberg),38797,"[('alcohol', 2), ('hot', 1), ('bitter', 1), ('dry', 1)]"
295,Xirdalan Lager Beer,50476,"[('sweet', 9), ('light', 9), ('grainy', 4), ('white', 4), ('clear', 2), ('medium', 2), ('hazy', 2), ('grass', 2), ('peach', 1), ('cloudy', 1)]"
296,Xirdalan Draft Premium,143005,"[('sweet', 5), ('clear', 5), ('white', 4), ('medium', 4), ('light', 4), ('grainy', 2), ('hay', 2), ('malty', 1), ('mild', 1), ('honey', 1)]"
297,Afsana,193316,"[('sweet', 10), ('light', 9), ('clear', 5), ('white', 4), ('grainy', 3), ('malty', 3), ('mild', 3), ('dry', 3), ('medium', 2), ('bread', 2)]"
298,MVF Falken,535052,"[('sweet', 10), ('white', 8), ('clear', 6), ('malty', 5), ('medium', 5), ('grainy', 4), ('light', 3), ('gold', 2), ('burnt', 1), ('orange', 1)]"
299,Pirate Republic Black Beer'd Stout,352212,"[('chocolate', 14), ('black', 8), ('coffee', 7), ('bitter', 7), ('burnt', 5), ('dark', 4), ('creamy', 3), ('caramel', 3), ('full', 3), ('roasted', 3)]"
300,Pirate Republic Island Pirate Ale,322167,"[('orange', 6), ('caramel', 5), ('sweet', 4), ('copper', 4), ('amber', 4), ('medium', 4), ('bread', 4), ('pine', 4), ('light', 4), ('white', 3)]"
301,Bahamian Strong Back Stout,103067,"[('roasted', 8), ('black', 6), ('coffee', 5), ('sweet', 3), ('alcohol', 3), ('medium', 3), ('dark', 3), ('brown', 3), ('chocolate', 2), ('dry', 2)]"
302,Pirate Republic Gold & Haze of Piracy,322168,"[('light', 11), ('white', 8), ('hazy', 8), ('malty', 7), ('medium', 6), ('spicy', 5), ('orange', 4), ('gold', 4), ('fruity', 4), ('grainy', 3)]"
303,Pirate Republic Take No Quarter,463925,"[('fresh', 2), ('grapefruit', 1), ('orange', 1), ('hazy', 1), ('pine', 1), ('bitter', 1), ('light', 1)]"
304,Pirate Republic Citra Me Timbers,566757,"[('white', 1), ('hazy', 1), ('gold', 1)]"
305,Pirate Republic Old Ale,513928,"[('dark', 2), ('sweet', 1), ('grainy', 1), ('malty', 1), ('amber', 1), ('caramel', 1), ('brown', 1)]"
306,Pirate Republic Seven Seas,566761,"[('amber', 1), ('bread', 1), ('caramel', 1), ('hazy', 1)]"
307,Pirate Republic Long John Pilsner,323706,"[('white', 9), ('grainy', 6), ('medium', 6), ('hazy', 6), ('light', 6), ('fruity', 5), ('sweet', 4), ('malty', 4), ('orange', 4), ('gold', 4)]"
308,Pirate Republic Lutra Express,566762,"[('white', 1), ('hazy', 1), ('pineapple', 1), ('mango', 1)]"
309,Pirate Republic Captain Kidd's Kölsch,382293,"[('light', 17), ('white', 7), ('grainy', 4), ('bready', 4), ('malty', 3), ('orange', 3), ('gold', 3), ('bitter', 3), ('dry', 3), ('sweet', 2)]"
310,Bahamian Atlantis Ale,241471,"[('sweet', 2), ('medium', 2), ('bitter', 2), ('brown', 2), ('light', 2), ('copper', 1), ('white', 1), ('malty', 1), ('amber', 1), ('clear', 1)]"
311,Kalik Crisp,448706,"[('light', 2), ('hot', 1), ('grainy', 1), ('spicy', 1), ('bitter', 1), ('grass', 1)]"
312,Pirate Republic Cream Ale,513926,"[('chlorine', 1), ('clear', 1), ('mild', 1)]"
313,Bahamian Sands Pink Radler,382307,"[('grapefruit', 14), ('light', 6), ('sweet', 5), ('tart', 3), ('white', 2), ('medium', 2), ('bitter', 2), ('hot', 1), ('ruby', 1), ('hazy', 1)]"
314,Kalik Light Platinum,453272,"[('sweet', 2), ('gold', 1), ('light', 1)]"
315,Bahamian High Rock,114948,"[('light', 8), ('white', 4), ('apple', 4), ('sweet', 3), ('creamy', 2), ('gold', 2), ('grass', 2), ('grainy', 1), ('clear', 1), ('medium', 1)]"
316,Kalik Radler,283493,"[('lemon', 5), ('sweet', 4), ('white', 3), ('clear', 2), ('hazy', 2), ('light', 2), ('creamy', 1), ('lime', 1), ('fresh', 1)]"
317,Kalik Gold,865,"[('light', 10), ('white', 6), ('alcohol', 4), ('grainy', 3), ('gold', 3), ('grass', 3), ('sweet', 2), ('clear', 2), ('honey', 2), ('dark', 2)]"
318,Bahamian Bush Crack,166218,"[('grainy', 5), ('clear', 5), ('white', 4), ('fruity', 4), ('light', 4), ('straw', 3), ('apple', 3), ('sweet', 2), ('malty', 2), ('buttery', 1)]"
319,Bahamian Sands Beer,87594,"[('light', 15), ('straw', 3), ('sweet', 2), ('white', 2), ('clear', 2), ('spicy', 2), ('gold', 2), ('bitter', 2), ('grass', 2), ('creamy', 1)]"
320,Bahamian Sands Light,110515,"[('light', 9), ('sweet', 3), ('white', 3), ('malty', 2), ('clear', 2), ('hot', 1), ('large', 1), ('lingering', 1), ('medium', 1), ('lemon', 1)]"
321,Kalik,8682,"[('light', 8), ('white', 6), ('grainy', 5), ('straw', 3), ('hay', 3), ('sweet', 2), ('clear', 2), ('medium', 2), ('bitter', 2), ('grass', 2)]"
322,Kalik Light,866,"[('light', 7), ('sweet', 4), ('white', 2), ('clear', 2), ('crystal', 2), ('bitter', 2), ('lingering', 1), ('burnt', 1), ('dark', 1), ('gold', 1)]"
323,Crown Energy Drink,79851,"[('sweet', 2)]"
324,Hunter Malt Beverage,68979,"[('white', 5), ('lemon', 4), ('sweet', 3), ('alcohol', 2), ('dark', 2), ('wet', 2), ('light', 2), ('grainy', 1), ('malty', 1), ('clear', 1)]"
325,Banks Stallion Milk Stout,139527,"[('chocolate', 10), ('dark', 9), ('brown', 6), ('creamy', 5), ('sweet', 4), ('black', 4), ('tan', 4), ('alcohol', 3), ('roasted', 3), ('roast', 2)]"
326,The BrewHouse Mahogany Bay Stout,501003,"[('chocolate', 3), ('dark', 2), ('sweet', 1), ('black', 1), ('complex', 1), ('creamy', 1), ('coffee', 1), ('vanilla', 1), ('bitter', 1), ('smooth', 1)]"
327,The BrewHouse Long Beach Wheat Ale,500968,"[('cloudy', 1), ('grainy', 1), ('dark', 1), ('straw', 1), ('pine', 1)]"
328,The BrewHouse Silver Sands Pale,500018,"[('caramel', 2), ('sweet', 1), ('copper', 1), ('lingering', 1), ('malty', 1), ('clear', 1)]"
329,The BrewHouse South Point Summer Ale,500424,"[('light', 4)]"
330,The BrewHouse Sam Lords Smoked Porter,500073,"[('sweet', 2), ('chocolate', 2), ('bitter', 2), ('black', 1), ('smoked', 1), ('dissipating', 1), ('coffee', 1), ('roasted', 1), ('dark', 1)]"
331,The BrewHouse Ragged Point Red Ale,500711,"[('malty', 1), ('amber', 1), ('caramel', 1), ('dark', 1), ('red', 1), ('light', 1)]"
332,Banks Deputy,258464,"[('white', 3), ('honey', 2), ('grass', 2), ('hot', 1), ('clear', 1), ('bread', 1), ('frothy', 1), ('lemon', 1), ('straw', 1), ('dry', 1)]"
333,"Banks Twist Shandy, Cranberry",354706,"[('sweet', 2), ('red', 1)]"
334,Banks Barbados Brewery,4098,"[('malty', 1), ('light', 1)]"
335,Banks Amber Ale,139530,"[('light', 14), ('medium', 7), ('clear', 6), ('caramel', 6), ('white', 5), ('amber', 5), ('sweet', 4), ('dry', 3), ('malty', 2), ('earthy', 2)]"
336,Hardears Golden Ram,282784,"[('sweet', 7), ('caramel', 7), ('white', 6), ('orange', 6), ('amber', 5), ('medium', 5), ('light', 5), ('honey', 4), ('bready', 4), ('apple', 4)]"
337,Banks Seven Strong Lager,139529,"[('sweet', 10), ('white', 7), ('clear', 5), ('medium', 4), ('amber', 3), ('gold', 3), ('light', 3), ('bread', 2), ('caramel', 2), ('toffee', 2)]"
338,10 Saints Hand Crafted Beer Aged in Rum Casks,177085,"[('white', 5), ('vanilla', 5), ('sweet', 4), ('clear', 3), ('medium', 3), ('honey', 3), ('caramel', 2), ('butterscotch', 2), ('fruity', 2), ('smooth', 2)]"
339,Banks Twist Shandy,4099,"[('sweet', 15), ('lemon', 7), ('white', 5), ('clear', 4), ('lime', 3), ('fresh', 2), ('light', 2), ('orange', 1), ('frothy', 1), ('full', 1)]"
340,Banks Caribbean Lager / Beer,4097,"[('light', 8), ('white', 6), ('clear', 6), ('sweet', 5), ('bitter', 4), ('gold', 3), ('grainy', 2), ('medium', 2), ('malty', 1), ('mild', 1)]"
341,Vex Yellow Monkey,258469,"[('sweet', 12), ('white', 7), ('honey', 6), ('orange', 4), ('medium', 4), ('clear', 3), ('apple', 3), ('dark', 2), ('deep', 2), ('creamy', 1)]"
342,Brion,267738,"[('light', 8), ('white', 4), ('sweet', 3), ('grainy', 3), ('clear', 3), ('straw', 3), ('malty', 2), ('dull', 2), ('medium', 2), ('bread', 2)]"
343,Banks Barbados Brewery,34058,"[('light', 4), ('sweet', 3), ('medium', 3), ('white', 2), ('orange', 2), ('gold', 2), ('fruity', 2), ('grass', 2), ('malty', 1), ('amber', 1)]"
344,TRYE Beer Tsmok,491331,"[('dark', 9), ('chocolate', 8), ('sweet', 6), ('black', 5), ('bitter', 5), ('complex', 3), ('creamy', 3), ('caramel', 3), ('roast', 2), ('balanced', 2)]"
345,Brew Team Brewery,412691,"[('coffee', 21), ('chocolate', 8), ('creamy', 5), ('dark', 5), ('sweet', 3), ('brown', 3), ('light', 3), ('roasted', 2), ('tan', 2), ('roast', 1)]"
346,Brew Team Brewery,429881,"[('white', 3), ('fruity', 3), ('grapefruit', 2), ('orange', 2), ('hazy', 2), ('pine', 2), ('bright', 2), ('mango', 2), ('sweet', 1), ('opaque', 1)]"
347,Brew Team / Zagovor Terrible Neighbors,440583,"[('white', 1), ('alcohol', 1), ('bright', 1), ('dry', 1), ('light', 1)]"
348,Brew Team Brewery,377342,"[('white', 2), ('cloudy', 1), ('grapefruit', 1), ('amber', 1), ('orange', 1), ('medium', 1), ('oily', 1), ('fruity', 1), ('dry', 1), ('light', 1)]"
349,TRYE Beer Zhytsen,472730,"[('sweet', 8), ('caramel', 8), ('banana', 8), ('spicy', 6), ('white', 5), ('amber', 4), ('medium', 4), ('hazy', 4), ('dark', 4), ('light', 4)]"
350,Staromestny Pivovar Summer Wheat,354703,"[('banana', 2), ('hot', 1), ('cloudy', 1), ('white', 1), ('bread', 1), ('spicy', 1), ('bright', 1), ('dry', 1), ('light', 1)]"
351,Brew Team Brewery,439415,"[('sweet', 3), ('copper', 1), ('malty', 1), ('creamy', 1), ('caramel', 1), ('full', 1), ('red', 1), ('delicate', 1), ('pine', 1), ('smooth', 1)]"
352,Bierbank Stout,489220,"[('dark', 11), ('brown', 6), ('coffee', 4), ('chocolate', 4), ('roast', 3), ('sweet', 3), ('bitter', 3), ('pepper', 3), ('smoked', 2), ('hay', 2)]"
353,Dundulis / Brew Team Duda IPA,381905,"[('medium', 6), ('fruity', 6), ('amber', 5), ('bitter', 5), ('sweet', 4), ('light', 4), ('white', 3), ('hazy', 3), ('grass', 3), ('grapefruit', 2)]"
354,Bierbank IPA,457419,"[('white', 6), ('caramel', 5), ('clear', 4), ('mango', 4), ('grapefruit', 3), ('medium', 3), ('bitter', 3), ('dry', 3), ('light', 3), ('amber', 2)]"
355,TRYE Beer Znich,491330,"[('honey', 8), ('sweet', 6), ('alcohol', 6), ('malty', 4), ('hazy', 4), ('medium', 3), ('orange', 2), ('warming', 2), ('vanilla', 2), ('deep', 2)]"
356,Brew Team / Green Street Cranberry Saison,421530,"[('light', 8), ('amber', 4), ('dry', 3), ('white', 2), ('medium', 2), ('fresh', 2), ('sweet', 1), ('opaque', 1), ('alcohol', 1), ('clear', 1)]"
357,Staromestny Pivovar Palepatine Ale,333347,"[('sweet', 1), ('white', 1), ('orange', 1), ('pine', 1), ('mango', 1)]"
358,Jungle California Love,471573,"[('white', 4), ('peach', 2), ('cloudy', 2), ('medium', 2), ('bitter', 2), ('bread', 1), ('subtle', 1), ('banana', 1), ('straw', 1), ('delicate', 1)]"
359,13 Litar American Brown Ale,392716,"[('bitter', 4), ('creamy', 3), ('amber', 3), ('caramel', 3), ('hazy', 3), ('dark', 3), ('brown', 3), ('white', 2), ('light', 2), ('grapefruit', 1)]"
360,13 Litar IPA,406347,"[('white', 2), ('creamy', 2), ('sweet', 1), ('amber', 1), ('lime', 1), ('medium', 1), ('hazy', 1), ('honey', 1), ('heavy', 1), ('subtle', 1)]"
361,Bierbank Porter Dark No 1,377971,"[('caramel', 2), ('coffee', 2), ('dark', 2), ('ruby', 1), ('creamy', 1), ('alcohol', 1), ('velvety', 1), ('prunes', 1), ('brown', 1), ('light', 1)]"
362,Krinitsa / Druzya Pivnaya Karta Carte Blanche,549327,"[('white', 5), ('light', 5), ('medium', 3), ('bread', 3), ('grapefruit', 2), ('peel', 2), ('pine', 2), ('hot', 1), ('large', 1), ('fluffy', 1)]"
363,Brew Team Brewery,369673,"[('sweet', 2), ('brown', 2), ('robust', 1), ('creamy', 1), ('warming', 1), ('medium', 1), ('caramel', 1), ('hazy', 1), ('dates', 1), ('dark', 1)]"
364,Staromestny Venskij APA,333348,"[('fruity', 2), ('peach', 1), ('white', 1), ('orange', 1), ('medium', 1), ('hazy', 1), ('earthy', 1), ('bitter', 1), ('pineapple', 1), ('dry', 1)]"
365,Blood Brothers Black Water,460634,"[('coffee', 4), ('roasted', 3), ('burnt', 2), ('creamy', 2), ('black', 1), ('medium', 1), ('velvety', 1), ('chocolate', 1), ('smooth', 1), ('deep', 1)]"
366,Krinitsa Pivnaya Karta Mosaic IPA,529792,"[('dry', 5), ('white', 4), ('clear', 4), ('fruity', 4), ('light', 4), ('medium', 2), ('lemon', 2), ('brilliant', 1), ('grapefruit', 1), ('malty', 1)]"
367,Druzya Single Hop - Citra,355452,"[('medium', 2), ('orange', 1), ('earthy', 1), ('pine', 1), ('bitter', 1), ('bright', 1), ('dry', 1)]"
368,Midnight Project Evil Grapefruit,501120,"[('grapefruit', 3), ('amber', 2), ('sweet', 1), ('hot', 1), ('cloudy', 1), ('white', 1), ('frothy', 1), ('red', 1), ('lemon', 1)]"
369,Krinitsa Porter 8/20,383805,"[('caramel', 11), ('alcohol', 8), ('dark', 8), ('sweet', 7), ('brown', 7), ('medium', 5), ('red', 5), ('black', 4), ('chocolate', 4), ('light', 4)]"
370,Bierbank Mandarin APA,497107,"[('white', 6), ('clear', 5), ('medium', 4), ('bitter', 4), ('sweet', 3), ('tangerine', 3), ('fruity', 3), ('light', 3), ('malty', 2), ('orange', 2)]"
371,Brew Team Brewery,447667,"[('white', 2), ('malty', 2), ('orange', 2), ('spicy', 2), ('light', 2), ('sweet', 1), ('dense', 1), ('cloudy', 1), ('creamy', 1), ('amber', 1)]"
372,Jungle Tweed Valley,491161,"[('medium', 4), ('grapefruit', 2), ('creamy', 2), ('amber', 2), ('hazy', 2), ('sweet', 1), ('opaque', 1), ('peach', 1), ('honey', 1), ('fresh', 1)]"
373,TRYE Beer Bortnik,390468,"[('honey', 11), ('white', 6), ('spicy', 6), ('light', 6), ('hazy', 5), ('amber', 3), ('clear', 3), ('medium', 3), ('sweet', 2), ('dense', 2)]"
374,Bierbank Kopchjonyj Tykvennyj El,466289,"[('smoked', 6), ('light', 4), ('creamy', 2), ('bacon', 2), ('opaque', 1), ('cloudy', 1), ('white', 1), ('amber', 1), ('lime', 1), ('orange', 1)]"
375,Druzya Black Hop,379101,"[('medium', 3), ('roasted', 3), ('creamy', 2), ('coffee', 2), ('chocolate', 2), ('pine', 2), ('bitter', 2), ('brown', 2), ('dry', 2), ('roast', 1)]"
376,Jungle Follow The White Rabbit,450464,"[('white', 3), ('medium', 3), ('cloudy', 2), ('spicy', 2), ('grapefruit', 1), ('malty', 1), ('creamy', 1), ('bread', 1), ('oily', 1), ('fresh', 1)]"
377,Jungle High Kick,463714,"[('balanced', 2), ('creamy', 2), ('medium', 2), ('caramel', 2), ('sweet', 1), ('grapefruit', 1), ('amber', 1), ('clear', 1), ('hazy', 1), ('hay', 1)]"
378,Blood Brothers What a Lovely Day,522168,"[('cloudy', 2), ('white', 1), ('medium', 1), ('pine', 1), ('fruity', 1), ('light', 1), ('mango', 1)]"
379,Bierbank Black IPA,515839,"[('medium', 6), ('roasted', 4), ('black', 2), ('brown', 2), ('sweet', 1), ('grapefruit', 1), ('heavy', 1), ('rocky', 1), ('dark', 1), ('pine', 1)]"
380,TRYE Beer Khmelishcha IPA,406706,"[('bitter', 8), ('hazy', 5), ('earthy', 5), ('dry', 5), ('white', 4), ('malty', 3), ('medium', 3), ('caramel', 3), ('light', 3), ('sweet', 2)]"
381,Brestskoe Pivo (Oasis Beverages),143366,"[('sweet', 6), ('roasted', 4), ('red', 4), ('caramel', 3), ('dark', 3), ('alcoholic', 3), ('fruity', 3), ('leather', 3), ('malty', 2), ('medium', 2)]"
382,13 Litar Chinook Flavor,450405,"[('white', 2), ('medium', 2), ('earthy', 2), ('fruity', 2), ('opaque', 1), ('creamy', 1), ('amber', 1), ('dry', 1), ('light', 1)]"
383,13 Litar Mister Pitkin,494041,"[('caramel', 4), ('coffee', 4), ('dark', 2), ('brown', 2), ('light', 2), ('roast', 1), ('malty', 1), ('creamy', 1), ('medium', 1), ('spicy', 1)]"
384,13 Litar Blackout,480957,"[('coffee', 3), ('creamy', 2), ('dark', 2), ('chocolate', 2), ('brown', 2), ('black', 1), ('burnt', 1), ('frothy', 1), ('hazy', 1), ('roasted', 1)]"
385,13 Litar Cupido,487250,"[('opaque', 1), ('white', 1), ('medium', 1), ('fruity', 1), ('deep', 1), ('light', 1)]"
386,Jungle Pils Don't Kills,543613,"[('white', 2), ('pine', 2), ('sweet', 1), ('lingering', 1), ('grapefruit', 1), ('creamy', 1), ('orange', 1), ('bread', 1), ('spicy', 1), ('hazy', 1)]"
387,Mad Frog Darkstep American Stout,471768,"[('brown', 4), ('bread', 3), ('roasted', 3), ('burnt', 2), ('creamy', 2), ('medium', 2), ('caramel', 2), ('dark', 2), ('light', 2), ('roast', 1)]"
388,Jungle Need More,552302,"[('light', 4), ('white', 3), ('dry', 2), ('grapefruit', 1), ('creamy', 1), ('medium', 1), ('spicy', 1), ('hazy', 1), ('pine', 1), ('mango', 1)]"
389,Blood Brothers White Beard,555968,"[('white', 2), ('cloudy', 1), ('creamy', 1), ('hazy', 1), ('fruity', 1), ('dry', 1), ('mango', 1)]"
390,Jungle Take It And Run,480961,"[('amber', 2), ('medium', 2), ('roasted', 2), ('pine', 2), ('sweet', 1), ('opaque', 1), ('white', 1), ('frothy', 1), ('heavy', 1), ('intense', 1)]"
391,Jungle Pint Not Dead,530815,"[('fruity', 2), ('grapefruit', 1), ('white', 1), ('clear', 1), ('hazy', 1), ('bitter', 1), ('pineapple', 1), ('light', 1)]"
392,Mad Frog CAtZiLLA American IPA,523722,"[('white', 1), ('medium', 1), ('gold', 1), ('fruity', 1)]"
393,Brouwerij 3 Fonteinen,358322,"[('light', 6), ('lemon', 3), ('hay', 3), ('sweet', 2), ('balanced', 2), ('complex', 2), ('white', 2), ('amber', 2), ('barnyard', 2), ('hazy', 2)]"
394,Westvleteren 12 (XII),4934,"[('complex', 2), ('alcohol', 2), ('sweet', 1), ('copper', 1), ('balanced', 1), ('clear', 1), ('warming', 1), ('medium', 1), ('caramel', 1), ('oily', 1)]"
395,Brouwerij 3 Fonteinen,46868,"[('white', 11), ('orange', 8), ('musty', 7), ('apple', 6), ('dry', 5), ('hazy', 4), ('light', 4), ('balanced', 3), ('medium', 3), ('smooth', 3)]"
396,Cantillon,101077,"[('light', 9), ('tart', 7), ('sweet', 6), ('medium', 4), ('complex', 3), ('white', 3), ('red', 3), ('lingering', 2), ('alcohol', 2), ('mild', 2)]"
397,De Dolle Brouwers,19633,"[('sweet', 10), ('light', 8), ('white', 6), ('medium', 6), ('full', 6), ('amber', 5), ('orange', 5), ('alcohol', 4), ('caramel', 4), ('toffee', 4)]"
398,Rochefort Trappistes 10,2360,"[('medium', 3), ('caramel', 3), ('plum', 2), ('full', 2), ('banana', 2), ('dark', 2), ('alcoholic', 2), ('black', 1), ('complex', 1), ('white', 1)]"
399,Brouwerij 3 Fonteinen,23581,"[('white', 3), ('amber', 3), ('medium', 3), ('hazy', 3), ('dry', 3), ('balanced', 2), ('lingering', 2), ('burnt', 2), ('orange', 2), ('bread', 2)]"
400,Brouwerij 3 Fonteinen,21457,"[('medium', 5), ('tart', 5), ('lemon', 5), ('orange', 4), ('light', 4), ('white', 3), ('barnyard', 3), ('hazy', 3), ('frothy', 2), ('smooth', 2)]"
401,Brouwerij 3 Fonteinen,143660,"[('orange', 6), ('white', 5), ('hazy', 5), ('tart', 5), ('dry', 4), ('light', 4), ('earthy', 3), ('dark', 3), ('apple', 3), ('complex', 2)]"
402,Brouwerij 3 Fonteinen,12514,"[('medium', 3), ('hazy', 3), ('red', 3), ('vinegar', 3), ('sweet', 2), ('clear', 2), ('fresh', 2), ('acidic', 2), ('barnyard', 1), ('frothy', 1)]"
403,Bokkereyder Framboos Noyaux,500958,"[('vanilla', 8), ('red', 8), ('medium', 5), ('bright', 5), ('peach', 4), ('tart', 4), ('fruity', 4), ('dry', 4), ('sweet', 3), ('barnyard', 3)]"
404,Cantillon,95636,"[('orange', 5), ('vanilla', 5), ('woody', 5), ('white', 4), ('medium', 4), ('mild', 4), ('smooth', 4), ('hazy', 3), ('fresh', 3), ('dry', 3)]"
405,Westvleteren Extra 8,4935,"[('brown', 9), ('sweet', 7), ('dark', 7), ('medium', 5), ('caramel', 5), ('light', 5), ('complex', 3), ('bread', 3), ('full', 3), ('cloudy', 2)]"
406,Brouwerij 3 Fonteinen,173481,"[('tart', 6), ('light', 6), ('amber', 5), ('orange', 5), ('white', 4), ('lemon', 4), ('hay', 4), ('peach', 3), ('complex', 3), ('apple', 3)]"
407,De Struise Brouwers,84906,"[('sweet', 5), ('red', 5), ('medium', 4), ('light', 4), ('tart', 3), ('vanilla', 3), ('leather', 3), ('figs', 1), ('opaque', 1), ('balanced', 1)]"
408,Brouwerij 3 Fonteinen,147831,"[('white', 5), ('orange', 5), ('mild', 5), ('light', 5), ('hazy', 4), ('barnyard', 3), ('tart', 3), ('sweet', 1), ('large', 1), ('round', 1)]"
409,Struise Pannepot (10%),37835,"[('dark', 8), ('light', 7), ('brown', 5), ('spicy', 3), ('figs', 2), ('black', 2), ('burnt', 2), ('malty', 2), ('caramel', 2), ('roasted', 2)]"
410,Cantillon Soleil de Minuit,5962,"[('dry', 6), ('white', 5), ('vinegar', 4), ('orange', 3), ('hazy', 3), ('tart', 3), ('clear', 2), ('medium', 2), ('barnyard', 2), ('honey', 2)]"
411,3 Fonteinen Hommage,77006,"[('light', 7), ('red', 4), ('hay', 4), ('sweet', 3), ('deep', 3), ('bold', 2), ('medium', 2), ('mild', 2), ('hazy', 2), ('tart', 2)]"
412,Cantillon Blåbær Lambik,66438,"[('blueberry', 6), ('medium', 3), ('light', 3), ('vinegar', 2), ('grass', 2), ('balanced', 1), ('cloudy', 1), ('amber', 1), ('tart', 1), ('dark', 1)]"
413,3 Fonteinen Oude Geuze (Cuvée Armand & Gaston),423673,"[('tart', 6), ('medium', 5), ('white', 4), ('hazy', 4), ('complex', 3), ('apple', 3), ('light', 3), ('hay', 2), ('large', 1), ('balanced', 1)]"
414,Cantillon La Vie est Belge,414383,"[('white', 13), ('light', 11), ('fruity', 6), ('clear', 5), ('orange', 4), ('medium', 4), ('spicy', 4), ('earthy', 4), ('lemon', 4), ('hay', 4)]"
415,3 Fonteinen Oude Geuze Honing,491745,"[('honey', 12), ('lemon', 5), ('light', 5), ('white', 4), ('hazy', 4), ('tart', 4), ('sweet', 3), ('creamy', 3), ('amber', 3), ('medium', 3)]"
416,Struise Pannepot Reserva,70646,"[('brown', 11), ('dark', 9), ('sweet', 5), ('alcohol', 5), ('light', 3), ('medium', 2), ('spicy', 2), ('dates', 2), ('chocolate', 2), ('large', 1)]"
417,St. Bernardus Abt 12,2530,"[('bread', 3), ('dark', 3), ('sweet', 2), ('alcohol', 2), ('toffee', 2), ('brown', 2), ('light', 2), ('large', 1), ('white', 1), ('malty', 1)]"
418,Cantillon,298564,"[('complex', 5), ('sweet', 2), ('white', 2), ('anise', 1), ('black', 1), ('opaque', 1), ('robust', 1), ('harsh', 1), ('mild', 1), ('dissipating', 1)]"
419,Cantillon,58614,"[('complex', 6), ('light', 5), ('tart', 4), ('lemon', 3), ('orange', 2), ('caramel', 2), ('hazy', 2), ('fruity', 2), ('dry', 2), ('acidic', 2)]"
420,3 Fonteinen Oude Geuze Vintage (all from 2002-*),56716,"[('light', 8), ('tart', 6), ('dry', 6), ('white', 5), ('medium', 5), ('fruity', 5), ('lemon', 4), ('hay', 4), ('hazy', 3), ('leather', 3)]"
421,Struise Black Albert,77305,"[('black', 8), ('chocolate', 7), ('coffee', 6), ('espresso', 3), ('sweet', 2), ('balanced', 2), ('complex', 2), ('burnt', 2), ('malty', 2), ('medium', 2)]"
422,Cantillon Lou Pepe Pure Kriek,24074,"[('red', 9), ('tart', 5), ('medium', 3), ('barnyard', 3), ('lemon', 3), ('deep', 3), ('light', 3), ('sweet', 2), ('ruby', 2), ('hazy', 2)]"
423,Brouwerij 3 Fonteinen,154437,"[('barnyard', 6), ('hazy', 4), ('light', 4), ('lemon', 3), ('pepper', 3), ('complex', 2), ('white', 2), ('mild', 2), ('tart', 2), ('musty', 2)]"
424,Struise Cuvée Delphine,94955,"[('black', 16), ('chocolate', 12), ('vanilla', 8), ('sweet', 6), ('coffee', 6), ('roast', 5), ('dark', 5), ('brown', 5), ('burnt', 3), ('prunes', 3)]"
425,Brouwerij 3 Fonteinen,23425,"[('white', 6), ('light', 6), ('medium', 5), ('hazy', 5), ('complex', 3), ('orange', 3), ('lemon', 3), ('grass', 3), ('dry', 3), ('sweet', 2)]"
426,Cantillon Lambic d'Aunis,390260,"[('red', 9), ('light', 9), ('barnyard', 6), ('dry', 6), ('balanced', 5), ('medium', 5), ('tart', 5), ('fruity', 4), ('white', 3), ('orange', 3)]"
427,Brouwerij 3 Fonteinen,160400,"[('lemon', 6), ('light', 6), ('tart', 5), ('orange', 4), ('hazy', 4), ('grapefruit', 3), ('amber', 3), ('full', 3), ('dry', 3), ('white', 2)]"
428,Cantillon,263976,"[('light', 8), ('tart', 7), ('sweet', 5), ('hazy', 5), ('white', 3), ('medium', 3), ('barnyard', 3), ('dark', 3), ('fruity', 3), ('dry', 3)]"
429,Cantillon,156961,"[('white', 7), ('light', 5), ('tart', 4), ('lemon', 4), ('apple', 4), ('sweet', 3), ('orange', 3), ('lingering', 2), ('medium', 2), ('barnyard', 2)]"
